,article_title,article_doi,article_author,article_author_index_name,article_author_affiliation,article_page_range,article_pub_date,article_pub_year,issue_section,issue_number,issue_title,issue_page_range,issue_pub_date,issue_pub_year,volume,journal,publisher,article_type
11,The Migration Problem And The Encyclical “Mater Et Magistra”: Historical Development Of The Moral Aspects Of Human Migration From 1500 A.D. To The Present Day,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1961.tb00391.x,Father Antonio Perotti,"Perotti, Antonio",,5-16,12 October 1961,1961,Original Article,4," Migracion: Vol 1, No 4",3-92,October‐December 1961,1961,1,Migracion,Wiley,main
12,Argentina As An Immigration Country,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1961.tb00392.x,Juan F. Marsal,"Marsal, Juan F",,17-35,12 October 1961,1961,Original Article,4," Migracion: Vol 1, No 4",3-92,October‐December 1961,1961,1,Migracion,Wiley,main
13,How Migration Affects The Country Of Emigration,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1961.tb00393.x,H. E. Francesco && M. Dominedo,"Francesco, H E && Dominedo, M", && ,37-50,12 October 1961,1961,Original Article,4," Migracion: Vol 1, No 4",3-92,October‐December 1961,1961,1,Migracion,Wiley,main
14,Sociological Methods For The Study Of Immigrant Adjustement,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1961.tb00394.x,Prof. Jerzy Zubrzycki,"Zubrzycki, Jerzy",,51-62,12 October 1961,1961,Original Article,4," Migracion: Vol 1, No 4",3-92,October‐December 1961,1961,1,Migracion,Wiley,main
18,Canadian Immigration: Policy and Trends in the 1960s,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1973.tb00907.x,L. W. St. John-Jones,"John-Jones, L W St",,141-170,01 October 1973,1973,Original Article,4," International Migration: Vol 11, No 4",141-212,October 1973,1973,11,International Migration,Wiley,main
19,A Model of Professional Adaptation of Refugees: The Cuban Case in the U.S. 1959-1970*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1973.tb00908.x,Raul Moncarz,"Moncarz, Raul",,171-183,01 October 1973,1973,Original Article,4," International Migration: Vol 11, No 4",141-212,October 1973,1973,11,International Migration,Wiley,main
20,Cuban Architects and Engineers in the United States,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1973.tb00909.x,Raul Moncarz,"Moncarz, Raul",,184-191,01 October 1973,1973,Original Article,4," International Migration: Vol 11, No 4",141-212,October 1973,1973,11,International Migration,Wiley,main
21,Changes in the Composition and SEctoral Distribution of Migrant Workers in West Germany 1960-1972,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1973.tb00910.x,E. G. Drettakis,"Drettakis, E G",,192-204,01 October 1973,1973,Original Article,4," International Migration: Vol 11, No 4",141-212,October 1973,1973,11,International Migration,Wiley,main
23,ICEM The very Essence of its Existence*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1967.tb00754.x,B. W. HAVEMAN,"HAVEMAN, B W",,81-89,01 April 1967,1967,Original Article,2," International Migration: Vol 5, No 2",81-164,April 1967,1967,5,International Migration,Wiley,main
24,Le Cime: Le sens de son existence*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1967.tb00755.x,PAR B. W. HAVEMAN,"HAVEMAN, PAR B W",,90-98,01 April 1967,1967,Original Article,2," International Migration: Vol 5, No 2",81-164,April 1967,1967,5,International Migration,Wiley,main
25,El Cime: El sentido de su existencia*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1967.tb00756.x,POR B. W. HAVEMAN,"HAVEMAN, POR B W",,99-107,01 April 1967,1967,Original Article,2," International Migration: Vol 5, No 2",81-164,April 1967,1967,5,International Migration,Wiley,main
26,Immigration as an essential Element for the Development of Latin America*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1967.tb00757.x,G. MASELLI,"MASELLI, G",,108-126,01 April 1967,1967,Original Article,2," International Migration: Vol 5, No 2",81-164,April 1967,1967,5,International Migration,Wiley,main
27,Determinants of Migration: The Highly Skilled*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1967.tb00758.x,H. G. GRUBEL && A. D. SCOTT,"GRUBEL, H G && SCOTT, A D", && ,127-139,01 April 1967,1967,Original Article,2," International Migration: Vol 5, No 2",81-164,April 1967,1967,5,International Migration,Wiley,main
29,The Influence of the Ethnic Association on the Assimilation of its Immigrant Members,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1967.tb00760.x,R. JOHNSTON,"JOHNSTON, R",,147-151,01 April 1967,1967,Original Article,2," International Migration: Vol 5, No 2",81-164,April 1967,1967,5,International Migration,Wiley,main
32,Statistical Analysis of the Emigration Flow from Greece,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1982.tb00063.x,GEORGE N. TZIAFETAS,"TZIAFETAS, GEORGE N",,5-10,01 January 1982,1982,Original Article,1-2," International Migration: Vol 20, No 1‐2",5-77,January 1982,1982,20,International Migration,Wiley,main
33,The Determinants of Modern Maltese Emigration,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1982.tb00064.x,E. P. DELIA,"DELIA, E P",,11-25,01 January 1982,1982,Original Article,1-2," International Migration: Vol 20, No 1‐2",5-77,January 1982,1982,20,International Migration,Wiley,main
34,Manpower Assessment and Planning,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1982.tb00065.x,DR. NAVARRO GONDIM,"GONDIM, NAVARRO",,26-34,01 January 1982,1982,Original Article,1-2," International Migration: Vol 20, No 1‐2",5-77,January 1982,1982,20,International Migration,Wiley,main
35,Differentiation of Capital and International Labor Migration: Constructing a Working Hypothesis,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1982.tb00066.x,A. UGUR AKINCI,"AKINCI, A UGUR",,35-44,01 January 1982,1982,Original Article,1-2," International Migration: Vol 20, No 1‐2",5-77,January 1982,1982,20,International Migration,Wiley,main
36,Recent European Immigration to the Chicago Metropolitan Area,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1982.tb00067.x,ALVAR W. CARLSON,"CARLSON, ALVAR W",,45-64,01 January 1982,1982,Original Article,1-2," International Migration: Vol 20, No 1‐2",5-77,January 1982,1982,20,International Migration,Wiley,main
43,THE TENTH ANNIVERSARY OF ICEM,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1962.tb00018.x,François Leduc,"Leduc, François",,5-8,03 January 1962,1962,Original Article,1," Migration: Vol 2, No 1",3-89,January‐March 1962,1962,2,Migration,Wiley,main
44,EUROPEAN MULTILATERAL ORGANIZATIONS CONCERNED WITH THE MOVEMENT OF WORKERS,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1962.tb00019.x,Giuseppe W. Maccotta,"Maccotta, Giuseppe W",,9-19,03 January 1962,1962,Original Article,1," Migration: Vol 2, No 1",3-89,January‐March 1962,1962,2,Migration,Wiley,main
46,REVERSAL OF DIRECTION IN TRADITIONAL MIGRATION: In the case of Europe and North Africa,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1962.tb00021.x,Prof. Alfred Sauvy,"Sauvy, Alfred",,49-58,03 January 1962,1962,Original Article,1," Migration: Vol 2, No 1",3-89,January‐March 1962,1962,2,Migration,Wiley,main
52,International Migration in a Changing World,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1984.tb00995.x,R.T. APPLEYARD,"APPLEYARD, RT",,169-177,01 July 1984,1984,Original Article,3," International Migration: Vol 22, No 3",167-255,July 1984,1984,22,International Migration,Wiley,main
53,A Comparative Illustration of the Life-cycle of Economic Migration (1960 - 1980),https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1984.tb00996.x,FRANK MOULAERT && PHILIPPE DERYCKERE,"MOULAERT, FRANK && DERYCKERE, PHILIPPE", && ,178-198,01 July 1984,1984,Original Article,3," International Migration: Vol 22, No 3",167-255,July 1984,1984,22,International Migration,Wiley,main
54,The Evolution of French Immigration Policy after May 1981,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1984.tb00997.x,CATHERINE WIHTOL DE WENDEN,"WENDEN, CATHERINE WIHTOL",,199-213,01 July 1984,1984,Original Article,3," International Migration: Vol 22, No 3",167-255,July 1984,1984,22,International Migration,Wiley,main
55,Demographic Consequences of Migration Trends in Puerto Rico: 1950 - 1980,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1984.tb00998.x,GEORGE C. MYERS && CLARA G. MUSCHKIN,"MYERS, GEORGE C && MUSCHKIN, CLARA G", && ,214-227,01 July 1984,1984,Original Article,3," International Migration: Vol 22, No 3",167-255,July 1984,1984,22,International Migration,Wiley,main
56,The Accession of Spain and Portugal to the EC from the Aspect of the Free Movement of Labour in an enlarged Common Labour Market,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1984.tb00999.x,Dr. THOMAS STRAUBHAAR,"STRAUBHAAR, THOMAS",,228-238,01 July 1984,1984,Original Article,3," International Migration: Vol 22, No 3",167-255,July 1984,1984,22,International Migration,Wiley,main
59,Book Reviews,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1984.tb01002.x,,,,248-253,01 July 1984,1984,Book Reviews,3," International Migration: Vol 22, No 3",167-255,July 1984,1984,22,International Migration,Wiley,review
62,An Analytical Paradigm for the Analysis of National Inmigration Patterns,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1988.tb00648.x,Y. Weisberg && A. S. Eaglstein,"Weisberg, Y && Eaglstein, A S", && ,253-266,01 July 1988,1988,Original Articles,3," International Migration: Vol 26, No 3",251-359,July 1988,1988,26,International Migration,Wiley,main
63,"Labour Migration in the Arab Gulf States: Patterns, Trends and Prospects*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1988.tb00649.x,J. S. Birks && I. J. Seccombe && C. A. Sinclair,"Birks, J S && Seccombe, I J && Sinclair, C A", &&  && ,267-286,01 July 1988,1988,Original Articles,3," International Migration: Vol 26, No 3",251-359,July 1988,1988,26,International Migration,Wiley,main
64,Family Class Immigrants to Canada 1981-1984: Part 2: Some Aspects of Social Adaptation*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1988.tb00650.x,T. J. Samuel,"Samuel, T J",,287-299,01 July 1988,1988,Original Articles,3," International Migration: Vol 26, No 3",251-359,July 1988,1988,26,International Migration,Wiley,main
65,Chinese Migration and Settlement in a Thai Village,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1988.tb00651.x,D. Lauro,"Lauro, D",,301-310,01 July 1988,1988,Original Articles,3," International Migration: Vol 26, No 3",251-359,July 1988,1988,26,International Migration,Wiley,main
66,The Expenditure Patterns of the Canadian-born and the Foreign-born in Canada,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1988.tb00652.x,W. L. Marr && D. J. McCready,"Marr, W L && McCready, D J", && ,311-326,01 July 1988,1988,Original Articles,3," International Migration: Vol 26, No 3",251-359,July 1988,1988,26,International Migration,Wiley,main
67,The Interpreter in Cross-Cultural Therapy,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1988.tb00653.x,G. M. Mirdal,"Mirdal, G M",,327-334,01 July 1988,1988,Original Articles,3," International Migration: Vol 26, No 3",251-359,July 1988,1988,26,International Migration,Wiley,main
69,Book Reviews,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1988.tb00655.x,,,,337-350,01 July 1988,1988,Book Reviews,3," International Migration: Vol 26, No 3",251-359,July 1988,1988,26,International Migration,Wiley,review
71,Labour Market Career among Young Finnish Immigrants in Sweden: A Longitudinal Study,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1996.tb00533.x,Jan Ekberg,"Ekberg, Jan",,371-384,01 July 1996,1996,Original Article,3," International Migration: Vol 34, No 3",371-508,July 1996,1996,34,International Migration,Wiley,main
72,Refugees of Turkish Origin: “Coerced Immigrants” to Turkey since 1945,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1996.tb00534.x,Kemal Kirisçi,"Kirisçi, Kemal",,385-412,01 July 1996,1996,Original Article,3," International Migration: Vol 34, No 3",371-508,July 1996,1996,34,International Migration,Wiley,main
73,Human Resources Development in APEC and Australia's Migration and Training Policies,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1996.tb00535.x,Robyn Iredale,"Iredale, Robyn",,413-430,01 July 1996,1996,Original Article,3," International Migration: Vol 34, No 3",371-508,July 1996,1996,34,International Migration,Wiley,main
74,A Model of Temporary Migration: The Egyptian Case,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1996.tb00536.x,Hassan Y. Aly && Michael P. Shields,"Aly, Hassan Y && Shields, Michael P", && ,431-447,01 July 1996,1996,Original Article,3," International Migration: Vol 34, No 3",371-508,July 1996,1996,34,International Migration,Wiley,main
75,Illegal Immigration and Local Labour Markets: The Case of Northern Greece,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1996.tb00537.x,Theodore P. Lianos && Alexander H. Sarris && Louka T. Katseli,"Lianos, Theodore P && Sarris, Alexander H && Katseli, Louka T", &&  && ,449-484,01 July 1996,1996,Original Article,3," International Migration: Vol 34, No 3",371-508,July 1996,1996,34,International Migration,Wiley,main
76,"Emigration Dynamics In Mexico, Central America And The Caribbean.",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1996.tb00538.x,Reginald Appleyard,"Appleyard, Reginald",,485-490,01 July 1996,1996,Workshop Report,3," International Migration: Vol 34, No 3",371-508,July 1996,1996,34,International Migration,Wiley,main
77,Book Reviews,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1996.tb00539.x,,,,491-498,01 July 1996,1996,Book Reviews,3," International Migration: Vol 34, No 3",371-508,July 1996,1996,34,International Migration,Wiley,review
80,A Cultural Economy Perspective on Service Sector Migration in the Global City: The Case of Hong Kong,https://onlinelibrary.wiley.com/doi/10.1111/1468-2435.00040,F.L.N. Li && A.M. Findlay && H. Jones,"Li, FLN && Findlay, AM && Jones, H", &&  && ,131-157,16 December 2002,2002,Original Article,2," International Migration: Vol 36, No 2",131-286,June 1998,1998,36,International Migration,Wiley,main
81,"Home, Work and Community: Skilled International Migration and Expatriate Women in Singapore",https://onlinelibrary.wiley.com/doi/10.1111/1468-2435.00041,Brenda S.A. Yeoh && Louisa-May Khoo,"Yeoh, Brenda SA && Khoo, Louisa-May", && ,159-186,16 December 2002,2002,Original Article,2," International Migration: Vol 36, No 2",131-286,June 1998,1998,36,International Migration,Wiley,main
82,Characteristics and Assimilation of Chinese Immigrants in the US Labour Market,https://onlinelibrary.wiley.com/doi/10.1111/1468-2435.00042,Shyh-Jer Chen,"Chen, Shyh-Jer",,187-210,16 December 2002,2002,Original Article,2," International Migration: Vol 36, No 2",131-286,June 1998,1998,36,International Migration,Wiley,main
83,"The State, Refugees and Migration in Sub-Saharan Africa",https://onlinelibrary.wiley.com/doi/10.1111/1468-2435.00043,John K. Akokpari,"Akokpari, John K",,211-234,16 December 2002,2002,Original Article,2," International Migration: Vol 36, No 2",131-286,June 1998,1998,36,International Migration,Wiley,main
84,Forced Migration and Destination Choice: Armenian Forced Settlers and Refugees in the Russian Federation,https://onlinelibrary.wiley.com/doi/10.1111/1468-2435.00044,Liesl A. Riddle && Cynthia Buckley,"Riddle, Liesl A && Buckley, Cynthia", && ,235-255,16 December 2002,2002,Original Article,2," International Migration: Vol 36, No 2",131-286,June 1998,1998,36,International Migration,Wiley,main
85,Resurgent Irish Immigration to the US in the 1980s and early 1990s: A Socio-demographic Profile,https://onlinelibrary.wiley.com/doi/10.1111/1468-2435.00045,A.P. Lobo && J.J. Salvo,"Lobo, AP && Salvo, JJ", && ,257-280,16 December 2002,2002,Original Article,2," International Migration: Vol 36, No 2",131-286,June 1998,1998,36,International Migration,Wiley,main
86,Book Review: Elgar International Library of studies of Migration,https://onlinelibrary.wiley.com/doi/10.1111/1468-2435.00046,,,,281-284,16 December 2002,2002,Book Reviews,2," International Migration: Vol 36, No 2",131-286,June 1998,1998,36,International Migration,Wiley,review
89,The Health Status and Health Beliefs of Two London Migrant Communities,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1991.tb00501.x,G. Karmi,"Karmi, G",,5-12,01 March 1991,1991,Original Article,1," International Migration: Vol 29, No 1",3-152,March 1991,1991,29,International Migration,Wiley,main
90,Sexually Transmitted Diseases and Migration,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1991.tb00502.x,A. De Schryver && A. Meheus,"Schryver, A && Meheus, A", && ,13-31,01 March 1991,1991,Original Article,1," International Migration: Vol 29, No 1",3-152,March 1991,1991,29,International Migration,Wiley,main
91,"Aids, Travel and Migration: Legal and Human Rights Aspects",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1991.tb00503.x,K. Tomasevski,"Tomasevski, K",,33-50,01 March 1991,1991,Original Article,1," International Migration: Vol 29, No 1",3-152,March 1991,1991,29,International Migration,Wiley,main
92,Canadian Immigrants and Criminality,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.1991.tb00504.x,T. J. Samuel && R. Faustino-Santos,"Samuel, T J && Faustino-Santos, R", && ,51-76,01 March 1991,1991,Original Article,1," International Migration: Vol 29, No 1",3-152,March 1991,1991,29,International Migration,Wiley,main
